Time,X,Y,Direction,Down,Teleport,Jump,Combat
99.083,41,69,none,False,False,False,True
99.238,41,69,none,False,False,False,True
99.393,41,69,none,False,False,False,True
99.549,41,69,none,False,False,False,True
99.704,41,69,none,False,False,False,True
99.86,41,69,none,False,False,False,True
100.016,41,69,none,False,False,False,True
100.171,41,69,none,False,False,False,True
100.326,41,69,none,False,False,False,True
100.482,41,69,none,False,False,False,True
100.638,41,69,none,False,False,False,True
100.793,41,69,none,False,False,False,True
100.949,41,69,none,False,False,False,True
101.104,41,69,none,False,False,False,True
101.26,41,69,none,False,False,False,True
101.416,41,69,none,False,False,False,True
101.571,41,69,none,False,False,False,True
101.726,41,69,none,False,False,False,True
101.882,41,69,none,False,False,False,True
102.037,41,69,none,False,False,False,True
102.193,41,69,none,False,False,False,True
102.348,41,69,none,False,False,False,True
102.505,41,69,none,False,False,False,True
102.659,41,69,none,False,False,False,True
102.815,41,69,none,False,False,False,True
102.971,41,69,none,False,False,False,True
103.126,41,69,none,False,False,False,True
103.281,41,69,none,False,False,False,True
103.437,41,69,none,False,False,False,True
103.592,41,69,none,False,False,False,True
103.748,41,69,none,False,False,False,True
103.903,41,69,none,False,False,False,True
104.059,41,69,none,False,False,False,True
104.214,41,69,none,False,False,False,True
104.37,41,69,none,False,False,False,True
104.525,41,69,none,False,False,False,True
104.681,41,69,none,False,False,False,True
104.837,41,69,none,False,False,False,True
104.992,41,69,none,False,False,False,True
105.147,41,69,none,False,False,False,True
105.303,41,69,none,False,False,False,True
105.458,41,69,none,False,False,False,True
105.614,41,69,none,False,False,False,True
105.769,41,69,none,False,False,False,True
105.925,41,69,none,False,False,False,True
106.081,41,69,none,False,False,False,True
106.236,41,69,none,False,False,False,True
106.391,41,69,none,False,True,False,True
106.547,41,58,none,False,False,False,True
106.702,41,58,none,False,False,False,True
106.858,41,58,none,False,False,False,True
107.013,41,58,none,False,False,False,True
107.169,41,58,none,False,False,False,True
107.324,41,58,none,False,False,False,True
107.48,41,58,none,False,False,False,True
107.635,41,58,none,False,False,False,True
107.791,41,58,none,False,False,False,True
107.946,41,58,none,False,False,False,True
